split,seed,target_prev,model,auroc_mean,auroc_std,ap_mean,ap_std,brier_mean,brier_std,train_prev_effective,test_prev
S1,1007,0.1,svm_linear_cal,0.9198686504042989,0.013547584813332804,0.4202318718112532,0.03573031193435629,0.024090068381029704,0.00106347290313481,0.1,0.02542432108626198
S1,1007,0.1,xgb,0.9605107268083426,0.0012092568868415925,0.5405919995594137,0.030918077367825814,0.020749335157635655,0.0008478038214936518,0.1,0.02542432108626198
S1,1008,0.1,extratrees,0.9505128474723454,0.0029116632372164454,0.5240206680527026,0.051149920297497105,0.021155932577390766,0.0007614674094487029,0.1,0.02542432108626198
S1,1008,0.1,lr_l2,0.9216296644635336,0.0147497441082217,0.4111801845540164,0.07350497544346249,0.02535346025619095,0.0025220266496958762,0.1,0.02542432108626198
S1,1008,0.1,rf,0.95285665880072,0.005504363331183113,0.5470372572475309,0.03600237865940261,0.02143539440902442,0.0011469099625180197,0.1,0.02542432108626198
S1,1008,0.1,svm_linear_cal,0.9189988199033404,0.016103094919912075,0.41928067463250523,0.07089798414818752,0.02430453112086759,0.0021106276412101743,0.1,0.02542432108626198
S1,1008,0.1,xgb,0.9588062556586394,0.00835197037032582,0.5506335248892259,0.043533945786836316,0.021517377575746253,0.003535296186963294,0.1,0.02542432108626198
S1,1009,0.1,extratrees,0.9507874841528177,0.006084444548081195,0.5346496937207823,0.048280795108372715,0.02069736340803438,0.0010310380502006266,0.1,0.02542432108626198
S1,1009,0.1,lr_l2,0.9179080834315503,0.016663448773020593,0.43153088688037683,0.056899642032023835,0.024697909744508705,0.0014045706339995431,0.1,0.02542432108626198
S1,1009,0.1,rf,0.9549644123138975,0.007523316373413783,0.5657069641379728,0.04800940118417052,0.020962814071907136,0.0015109015174848113,0.1,0.02542432108626198
S1,1009,0.1,svm_linear_cal,0.9143988387179286,0.01802281631885258,0.43783593891077627,0.04985290226574483,0.023793883477338018,0.0012785833185299628,0.1,0.02542432108626198
S1,1009,0.1,xgb,0.9549280810103798,0.006568144346492763,0.5502684502671465,0.041254692437284926,0.020783409442034932,0.0023444300852244987,0.1,0.02542432108626198
S1,1010,0.1,extratrees,0.9493170327461466,0.01307939403112423,0.5315931835758435,0.039044211047025955,0.021099057515480843,0.0008729255462410411,0.1,0.02542432108626198
S1,1010,0.1,lr_l2,0.9153858541039679,0.01773760836490137,0.4329726719658174,0.04027208631578201,0.023678776336161673,0.0007154463950053819,0.1,0.02542432108626198
S1,1010,0.1,rf,0.9514737715144234,0.01838220930181417,0.5593892688485482,0.08152033026736243,0.021352495177557575,0.002207693187524886,0.1,0.02542432108626198
S1,1010,0.1,svm_linear_cal,0.9121833119559624,0.012836856960829032,0.4351596171757106,0.04626877741820448,0.02304038484874712,0.0007417976150154846,0.1,0.02542432108626198
S1,1010,0.1,xgb,0.955035598822314,0.020188892830553862,0.5424208179658985,0.07113985744307703,0.021178449775571085,0.002947133747978189,0.1,0.02542432108626198
S1,1011,0.1,extratrees,0.9519989966392783,0.005910904143214481,0.5348786147127683,0.029187851263616196,0.020586679002197565,0.0007722255156338105,0.1,0.02542432108626198
S1,1011,0.1,lr_l2,0.9221407112353897,0.012443182136864782,0.43181642546334775,0.017999959878575163,0.024746904931116177,0.0011048656448066887,0.1,0.02542432108626198
S1,1011,0.1,rf,0.9557765635546549,0.005372316367247318,0.5662078642202594,0.02789619448661689,0.02072161956035887,0.0008759319429876858,0.1,0.02542432108626198
S1,1011,0.1,svm_linear_cal,0.919868710199107,0.014880956609167623,0.44212267573519315,0.01883402236112071,0.023632622646982498,0.0009618144608967329,0.1,0.02542432108626198
S1,1011,0.1,xgb,0.9605705366793028,0.005639783629684948,0.5525178589745522,0.030136647312761715,0.020165099060839676,0.001205906424747718,0.1,0.02542432108626198
S1,1012,0.1,extratrees,0.9506899093001685,0.011007514711994426,0.5403983347901203,0.0692870512062651,0.020718544161671126,0.0008066838892081093,0.1,0.02542432108626198
