split,seed,target_prev,fold,model,train_prev_effective,test_prev,auroc,ap,brier,best_params
S1,1003,-1.0,5,rf,0.025388371060807814,0.02556818181818182,0.9436801506316812,0.5158209431945778,0.01757258736209469,"{""clf__max_depth"": 12}"
S1,1003,-1.0,5,xgb,0.025388371060807814,0.02556818181818182,0.9499261013929381,0.5580152123351185,0.016165596652736182,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1003,-1.0,5,extratrees,0.025388371060807814,0.02556818181818182,0.949500931324911,0.5169489547352389,0.017974081636679292,"{""clf__max_depth"": null}"
S1,1004,-1.0,1,lr_l2,0.025390625,0.025559105431309903,0.9315421979356405,0.5785367196810816,0.015949327653399965,"{""clf__C"": 1.0}"
S1,1004,-1.0,1,svm_linear_cal,0.025390625,0.025559105431309903,0.92959927140255,0.5970639233020406,0.015640963052135012,"{""clf__C"": 0.1}"
S1,1004,-1.0,1,rf,0.025390625,0.025559105431309903,0.9624772313296903,0.654078658006468,0.015276993846882025,"{""clf__max_depth"": null}"
S1,1004,-1.0,1,xgb,0.025390625,0.025559105431309903,0.9694646832624975,0.6094209467228602,0.01508997059501633,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1004,-1.0,1,extratrees,0.025390625,0.025559105431309903,0.9569140862173648,0.6463783145992236,0.016278067684297716,"{""clf__max_depth"": null}"
S1,1004,-1.0,2,lr_l2,0.025477141588992454,0.02521306818181818,0.8972267118191847,0.4162702109389711,0.018719272024416436,"{""clf__C"": 1.0}"
S1,1004,-1.0,2,svm_linear_cal,0.025477141588992454,0.02521306818181818,0.8902178095897791,0.4173995411366912,0.018975254151214604,"{""clf__C"": 0.1}"
S1,1004,-1.0,2,rf,0.025477141588992454,0.02521306818181818,0.9502219143641448,0.5145341354849049,0.017296043442234846,"{""clf__max_depth"": null}"
S1,1004,-1.0,2,xgb,0.025477141588992454,0.02521306818181818,0.9468585648682624,0.5459663461476267,0.016128123687844883,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S1,1004,-1.0,2,extratrees,0.025477141588992454,0.02521306818181818,0.9525411118807563,0.49863770198054824,0.01791348445391414,"{""clf__max_depth"": null}"
S1,1004,-1.0,3,lr_l2,0.025477141588992454,0.02521306818181818,0.9312245055029632,0.4789860159835949,0.017414129823953878,"{""clf__C"": 1.0}"
