split,seed,target_prev,rank1_model,rank2_model,margin_auc,margin_ap,margin_brier
S2,1001,0.5,xgb,rf,0.0016089714233392671,-0.0164073427426073,0.012460137122346102
S2,1002,0.5,rf,xgb,0.0026641481546911816,0.03388868630410119,-0.0073143791477003894
S2,1003,0.5,rf,xgb,0.001379680578913134,0.0058055736087215815,-0.011251501109539097
S2,1004,0.5,xgb,rf,0.0008270477664630294,-0.021769420479484325,0.0116039089314416
S2,1005,0.5,xgb,rf,0.0005540037589466529,-0.01959068631030303,0.0087720523285678
S2,1006,0.5,xgb,rf,0.0031186349451550743,-0.03037076457326493,0.013978365973936702
S2,1007,0.5,xgb,rf,0.0005026697238242894,-0.002069070738037415,0.009552338068563704
S2,1008,0.5,xgb,rf,0.0014420526186950111,0.01869535761934832,0.007673631403822004
S2,1009,0.5,xgb,rf,0.0021460751107595932,-0.02747961437324259,0.005938006196231901
S2,1010,0.5,xgb,rf,0.0015727010993685786,-0.01263080170576536,0.010488745707004199
S2,1011,0.5,rf,xgb,0.0019860733098949757,0.03261981736580449,-0.006272384397123007
S2,1012,0.5,rf,xgb,0.0008385374983328475,0.03743504190281771,-0.005145298193729303
S2,1013,0.5,rf,xgb,0.0014883134127176012,0.0218802633704282,-0.0018536726346697063
S2,1014,0.5,xgb,rf,0.0020792021005218153,-0.030495257878278392,0.009965375203117494
S2,1015,0.5,xgb,rf,0.003483003695534448,0.011880605005198386,0.008406232229330304
S2,1016,0.5,rf,xgb,0.0011043669035127879,0.011460414877574376,-0.009600884635992304
S2,1017,0.5,xgb,rf,0.0012707970486773856,-0.028139573219096214,0.008383390876483793
S2,1018,0.5,rf,xgb,0.000373801141951402,0.009133182765675485,-0.004583474539930091
S2,1019,0.5,rf,xgb,0.0017036901596223508,0.02558885964011759,-0.011917415668315293
S2,1020,0.5,xgb,rf,0.0003665411507519645,-0.011586775589033205,0.0070912215584472
