split,seed,miss_rate,fold,model,auroc,ap,brier,best_params
S2,1016,0.7,3,svm_linear_cal,0.8600405785037978,0.2558003903952165,0.0211493391117158,"{""clf__C"": 0.1}"
S2,1016,0.7,3,xgb,0.9069347622515866,0.3605048887166209,0.0195999463541884,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1016,0.7,4,extratrees,0.8848788613558853,0.2528242343954784,0.0230141544546703,"{""clf__max_depth"": 12}"
S2,1016,0.7,4,lr_l2,0.8584925187769827,0.2903160979213032,0.0218465774595955,"{""clf__C"": 1.0}"
S2,1016,0.7,4,rf,0.8697685650639697,0.2840674926458852,0.0232734659083268,"{""clf__max_depth"": 6}"
S2,1016,0.7,4,svm_linear_cal,0.83669939085694,0.2888693920843053,0.0226518549949516,"{""clf__C"": 0.1}"
S2,1016,0.7,4,xgb,0.886958621641335,0.3290177688270221,0.02112242034977,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1016,0.7,5,extratrees,0.9063985374771482,0.4215373010140792,0.0234986564582218,"{""clf__max_depth"": 12}"
S2,1016,0.7,5,lr_l2,0.880957862188819,0.3616333927959595,0.0223210698961334,"{""clf__C"": 10.0}"
S2,1016,0.7,5,rf,0.9050217798541992,0.4345089079953357,0.0237869352393831,"{""clf__max_depth"": 6}"
S2,1016,0.7,5,svm_linear_cal,0.8845645157650032,0.3952018677875067,0.0224642333725823,"{""clf__C"": 1.0}"
S2,1016,0.7,5,xgb,0.9127451644209718,0.4441123103405481,0.0213777700395218,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.0,1,extratrees,0.9435296396745448,0.3976601815420887,0.0158070938350491,"{""clf__max_depth"": null}"
S2,1017,0.0,1,lr_l2,0.908512579520316,0.3375006760681832,0.0165448054744782,"{""clf__C"": 1.0}"
S2,1017,0.0,1,rf,0.9518816162777618,0.4590792832227584,0.0149622438171809,"{""clf__max_depth"": 12}"
S2,1017,0.0,1,svm_linear_cal,0.8981327567459475,0.3418978972650811,0.0165172261370134,"{""clf__C"": 0.1}"
S2,1017,0.0,1,xgb,0.9691667395733088,0.4551810002678996,0.0151177472120492,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.0,2,extratrees,0.9393092545299768,0.4799725899904778,0.0190338018860479,"{""clf__max_depth"": null}"
S2,1017,0.0,2,lr_l2,0.929655843366168,0.4325392012249826,0.0195266315887362,"{""clf__C"": 1.0}"
S2,1017,0.0,2,rf,0.9527787911954276,0.5492538901384966,0.0177208648989899,"{""clf__max_depth"": null}"
S2,1017,0.0,2,svm_linear_cal,0.9281576067128784,0.4511694277675417,0.0196546678615644,"{""clf__C"": 0.1}"
S2,1017,0.0,2,xgb,0.9601459321415542,0.5584591670893176,0.017154831925492,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.0,3,extratrees,0.9482103839350744,0.5613265632426786,0.0171242601799242,"{""clf__max_depth"": null}"
S2,1017,0.0,3,lr_l2,0.8863541775049422,0.423918874575076,0.0181851116753812,"{""clf__C"": 1.0}"
S2,1017,0.0,3,rf,0.955431276662158,0.5806090207521303,0.0162910245085082,"{""clf__max_depth"": 12}"
S2,1017,0.0,3,svm_linear_cal,0.8827645406305275,0.4465273172162952,0.0175608869982318,"{""clf__C"": 1.0}"
S2,1017,0.0,3,xgb,0.9602382686505048,0.5587714789328175,0.0154960809620508,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.0,4,extratrees,0.9491197981351154,0.5024815485406242,0.0186601799242424,"{""clf__max_depth"": null}"
S2,1017,0.0,4,lr_l2,0.9268979044690204,0.4495174497958625,0.0188346116393712,"{""clf__C"": 10.0}"
S2,1017,0.0,4,rf,0.9440165000887102,0.5406371451647105,0.0176109384864267,"{""clf__max_depth"": null}"
S2,1017,0.0,4,svm_linear_cal,0.9228320223943856,0.4522359346800885,0.0189622584017087,"{""clf__C"": 1.0}"
S2,1017,0.0,4,xgb,0.9613864411457408,0.5755167342886038,0.0166165096070955,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.0,5,extratrees,0.9512650371273162,0.6510472083048542,0.0180410935527146,"{""clf__max_depth"": null}"
S2,1017,0.0,5,lr_l2,0.9201931974631548,0.5652592335938792,0.0185578803233097,"{""clf__C"": 1.0}"
S2,1017,0.0,5,rf,0.9553524273816778,0.654012950727143,0.0170943615593381,"{""clf__max_depth"": 12}"
S2,1017,0.0,5,svm_linear_cal,0.9111833344618232,0.5678157658517569,0.0183905907958225,"{""clf__C"": 0.1}"
S2,1017,0.0,5,xgb,0.9656081431827928,0.7112875268300158,0.0145895934906472,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.05,1,extratrees,0.946938545949932,0.3777142291546033,0.016012557685481,"{""clf__max_depth"": null}"
S2,1017,0.05,1,lr_l2,0.9043881466298384,0.3177827042823299,0.0168630477391988,"{""clf__C"": 1.0}"
S2,1017,0.05,1,rf,0.943367162015223,0.4120822553716974,0.0154135378456198,"{""clf__max_depth"": null}"
S2,1017,0.05,1,svm_linear_cal,0.8895339390833761,0.3253648496935893,0.0168410526949592,"{""clf__C"": 0.1}"
S2,1017,0.05,1,xgb,0.9623551761632776,0.4365624685010366,0.0150572567082931,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.05,2,extratrees,0.937395111273258,0.4790050448346012,0.0191771839488636,"{""clf__max_depth"": null}"
S2,1017,0.05,2,lr_l2,0.9232786087802508,0.420401568803376,0.0195785987146207,"{""clf__C"": 1.0}"
S2,1017,0.05,2,rf,0.9451392435850664,0.5153284788898724,0.0183122628313726,"{""clf__max_depth"": 12}"
S2,1017,0.05,2,svm_linear_cal,0.922213304146905,0.4333368832614273,0.0199508215836206,"{""clf__C"": 0.1}"
S2,1017,0.05,2,xgb,0.9619506262921076,0.5603903903106111,0.0168714821648541,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.05,3,extratrees,0.9487046093018416,0.5571634821241973,0.0173232954545454,"{""clf__max_depth"": null}"
S2,1017,0.05,3,lr_l2,0.8664707106440536,0.4150950737057361,0.0181804401367642,"{""clf__C"": 0.1}"
S2,1017,0.05,3,rf,0.9473780043699928,0.5639424503422615,0.0166467172466304,"{""clf__max_depth"": 12}"
S2,1017,0.05,3,svm_linear_cal,0.8567578815940068,0.429205076739391,0.0178983964317021,"{""clf__C"": 1.0}"
S2,1017,0.05,3,xgb,0.952517948184372,0.5590956786313723,0.0160098664247883,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.05,4,extratrees,0.944531511818164,0.4971794362611442,0.019605892576794,"{""clf__max_depth"": 12}"
S2,1017,0.05,4,lr_l2,0.9247737891063932,0.4183663205867996,0.0193984977815321,"{""clf__C"": 1.0}"
S2,1017,0.05,4,rf,0.9453446882330908,0.5144230274918422,0.0181631286072943,"{""clf__max_depth"": 12}"
S2,1017,0.05,4,svm_linear_cal,0.916114692372898,0.4177962110109601,0.0198243559792217,"{""clf__C"": 1.0}"
S2,1017,0.05,4,xgb,0.9581386638279418,0.508094271949971,0.0174694844047456,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.05,5,extratrees,0.9548604058049516,0.6338909949098527,0.0193747576085623,"{""clf__max_depth"": 12}"
S2,1017,0.05,5,lr_l2,0.9146410273771638,0.5436487858968388,0.0188587642877442,"{""clf__C"": 1.0}"
S2,1017,0.05,5,rf,0.9567066152075292,0.6413810450218081,0.0175004865624357,"{""clf__max_depth"": 12}"
S2,1017,0.05,5,svm_linear_cal,0.9069853522016836,0.550752244786219,0.0186517922210986,"{""clf__C"": 0.1}"
S2,1017,0.05,5,xgb,0.966253639379782,0.6868298367698923,0.0151861197168064,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.1,1,extratrees,0.9360931621901988,0.4029039541497189,0.0158624511892083,"{""clf__max_depth"": null}"
S2,1017,0.1,1,lr_l2,0.8951331691892365,0.3052913077752738,0.0173233708354526,"{""clf__C"": 0.1}"
S2,1017,0.1,1,rf,0.9454668733049204,0.4225141306921463,0.0154615982329507,"{""clf__max_depth"": null}"
S2,1017,0.1,1,svm_linear_cal,0.8877341865493494,0.3022296114490454,0.0174324034659964,"{""clf__C"": 0.1}"
S2,1017,0.1,1,xgb,0.9657672070090364,0.3862231269125913,0.0162321181804191,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S2,1017,0.1,2,extratrees,0.9249568284081237,0.4336005466201313,0.0203317881876868,"{""clf__max_depth"": 12}"
S2,1017,0.1,2,lr_l2,0.9165900522923508,0.4325953352266306,0.0196937934992734,"{""clf__C"": 1.0}"
S2,1017,0.1,2,rf,0.9418071263529124,0.4943158728931294,0.018738968425627,"{""clf__max_depth"": 12}"
S2,1017,0.1,2,svm_linear_cal,0.9158701203940168,0.4366765490987179,0.0199258850651388,"{""clf__C"": 0.1}"
S2,1017,0.1,2,xgb,0.9517207831691596,0.5120205847390213,0.0178907440282069,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.1,3,extratrees,0.9375845385495786,0.537131288872691,0.0176578539299242,"{""clf__max_depth"": null}"
S2,1017,0.1,3,lr_l2,0.8777858703568827,0.4340849352314171,0.017929332390432,"{""clf__C"": 1.0}"
S2,1017,0.1,3,rf,0.9459109353865364,0.5524121635693873,0.0168581979754431,"{""clf__max_depth"": 12}"
S2,1017,0.1,3,svm_linear_cal,0.8744407449797108,0.4324703187130511,0.0180610541561232,"{""clf__C"": 1.0}"
S2,1017,0.1,3,xgb,0.94760690875039,0.5310190673452,0.0163828522336954,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S2,1017,0.1,4,extratrees,0.9413478029451772,0.4826113735447632,0.019704886325773,"{""clf__max_depth"": 12}"
S2,1017,0.1,4,lr_l2,0.923319928243342,0.4355135386519045,0.0187617147499046,"{""clf__C"": 1.0}"
S2,1017,0.1,4,rf,0.9405740532655192,0.5209294927096806,0.0182027565897336,"{""clf__max_depth"": 12}"
S2,1017,0.1,4,svm_linear_cal,0.9147199716127506,0.4358444466457297,0.0192629559405715,"{""clf__C"": 1.0}"
S2,1017,0.1,4,xgb,0.95876456325034,0.5478738795465785,0.0168337584831397,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.1,5,extratrees,0.95423973638477,0.6435136082507189,0.0185549923058712,"{""clf__max_depth"": null}"
S2,1017,0.1,5,lr_l2,0.9121583496964362,0.5491671412646877,0.0186951788316829,"{""clf__C"": 1.0}"
S2,1017,0.1,5,rf,0.953664206558783,0.6279018438893038,0.0180239617180798,"{""clf__max_depth"": 12}"
S2,1017,0.1,5,svm_linear_cal,0.9052339359469158,0.5656265183460071,0.0183266724494597,"{""clf__C"": 1.0}"
S2,1017,0.1,5,xgb,0.963454984539689,0.6696033298795809,0.0161169109355235,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.2,1,extratrees,0.931084475884566,0.3106757492814905,0.0168102266004023,"{""clf__max_depth"": null}"
S2,1017,0.2,1,lr_l2,0.8843034082813612,0.2401533996694345,0.0185728920518667,"{""clf__C"": 1.0}"
S2,1017,0.2,1,rf,0.9309876142030472,0.3424479666682228,0.0164094801404173,"{""clf__max_depth"": null}"
S2,1017,0.2,1,svm_linear_cal,0.8683368536826186,0.2486203521846566,0.0183404367724928,"{""clf__C"": 0.1}"
S2,1017,0.2,1,xgb,0.952862731374436,0.3523201280848741,0.0169035925911537,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.2,2,extratrees,0.9256621670923022,0.4342129540640724,0.0205227051110373,"{""clf__max_depth"": 12}"
S2,1017,0.2,2,lr_l2,0.9211139486805302,0.4137895700477597,0.0204515345831947,"{""clf__C"": 1.0}"
S2,1017,0.2,2,rf,0.9351988325428676,0.5115254362731761,0.0187108457623106,"{""clf__max_depth"": null}"
S2,1017,0.2,2,svm_linear_cal,0.9166776115772832,0.4187731592590529,0.0207248912326502,"{""clf__C"": 0.1}"
S2,1017,0.2,2,xgb,0.9569208318132068,0.5173987650283416,0.0182544858831733,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.2,3,extratrees,0.9495265841223598,0.5422702974339993,0.0187169232922447,"{""clf__max_depth"": 12}"
S2,1017,0.2,3,lr_l2,0.8626833836229321,0.423716357313485,0.0183159562712662,"{""clf__C"": 1.0}"
S2,1017,0.2,3,rf,0.9494693580272604,0.5449730354367155,0.0171476309715333,"{""clf__max_depth"": 12}"
S2,1017,0.2,3,svm_linear_cal,0.8524086983664552,0.4273390063294756,0.0178274029742309,"{""clf__C"": 1.0}"
S2,1017,0.2,3,xgb,0.945047341587764,0.5470106940993886,0.0162095750938456,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S2,1017,0.2,4,extratrees,0.9423112937883178,0.4898347084929882,0.0192870926057449,"{""clf__max_depth"": null}"
S2,1017,0.2,4,lr_l2,0.9158387052260136,0.4261398440471214,0.0195316719212363,"{""clf__C"": 1.0}"
S2,1017,0.2,4,rf,0.9397608768505924,0.514373998065481,0.0185330399398852,"{""clf__max_depth"": 12}"
S2,1017,0.2,4,svm_linear_cal,0.908663039407022,0.4106551682577283,0.0198693900600615,"{""clf__C"": 0.1}"
S2,1017,0.2,4,xgb,0.9565418810495396,0.4871721980290532,0.018163637415669,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.2,5,extratrees,0.9378224659760308,0.5985989817274343,0.0195971916429924,"{""clf__max_depth"": null}"
S2,1017,0.2,5,lr_l2,0.8824384408784165,0.5111276220880231,0.0191793133798845,"{""clf__C"": 0.1}"
S2,1017,0.2,5,rf,0.9505224908028076,0.6016189328809589,0.0186893057164627,"{""clf__max_depth"": 12}"
S2,1017,0.2,5,svm_linear_cal,0.8710000677093914,0.5100493204230326,0.0195311338334563,"{""clf__C"": 0.1}"
S2,1017,0.2,5,xgb,0.9483061367278308,0.6407760873789657,0.016406491215828,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.3,1,extratrees,0.9330373323667996,0.3616570654727629,0.0163312931408511,"{""clf__max_depth"": null}"
S2,1017,0.3,1,lr_l2,0.884965817200135,0.2806442383822438,0.0181156495215083,"{""clf__C"": 0.1}"
S2,1017,0.3,1,rf,0.937221132094337,0.3585264071313691,0.0162589326287021,"{""clf__max_depth"": 12}"
S2,1017,0.3,1,svm_linear_cal,0.8796665458499456,0.2935857178521848,0.0176903691119053,"{""clf__C"": 0.1}"
S2,1017,0.3,1,xgb,0.9619614802964592,0.3591143580422086,0.016609718362433,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.3,2,extratrees,0.9231667274717256,0.3619150163514341,0.020726452020202,"{""clf__max_depth"": null}"
S2,1017,0.3,2,lr_l2,0.8965243828286513,0.3370558272863121,0.021563134814883,"{""clf__C"": 1.0}"
S2,1017,0.3,2,rf,0.9336251976164418,0.5119011007978086,0.0189797619113019,"{""clf__max_depth"": 12}"
S2,1017,0.3,2,svm_linear_cal,0.8942186549920952,0.3771067503932384,0.0215370989304433,"{""clf__C"": 0.1}"
S2,1017,0.3,2,xgb,0.9483156998662288,0.5103896432971096,0.0180191207141302,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.3,3,extratrees,0.9415097284361668,0.5080918713336255,0.0192117572072673,"{""clf__max_depth"": 12}"
S2,1017,0.3,3,lr_l2,0.8848298824263864,0.397110405056809,0.0186550468412431,"{""clf__C"": 1.0}"
S2,1017,0.3,3,rf,0.9289433981895744,0.4693541880067228,0.0180707672427398,"{""clf__max_depth"": null}"
S2,1017,0.3,3,svm_linear_cal,0.8883154718551659,0.3977127953288053,0.0188851616713538,"{""clf__C"": 1.0}"
S2,1017,0.3,3,xgb,0.9295806887940902,0.4649482502943098,0.0176540992520958,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.3,4,extratrees,0.931592150137008,0.4497249401404699,0.0199395300662878,"{""clf__max_depth"": null}"
S2,1017,0.3,4,lr_l2,0.8881463520413192,0.344625087650702,0.0207546625413396,"{""clf__C"": 10.0}"
S2,1017,0.3,4,rf,0.9351479488240976,0.4937982732477838,0.0193102087313009,"{""clf__max_depth"": 12}"
S2,1017,0.3,4,svm_linear_cal,0.8729374889112306,0.3525103516089836,0.0208310198597347,"{""clf__C"": 1.0}"
S2,1017,0.3,4,xgb,0.944023892601573,0.4929525098278196,0.0182049900553321,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.3,5,extratrees,0.9338682375245446,0.5889126155398897,0.0201736831202651,"{""clf__max_depth"": null}"
S2,1017,0.3,5,lr_l2,0.8991175209334868,0.5016684910389982,0.0197932350025278,"{""clf__C"": 1.0}"
S2,1017,0.3,5,rf,0.9375674272688288,0.5909573101337622,0.0194848637339847,"{""clf__max_depth"": 12}"
S2,1017,0.3,5,svm_linear_cal,0.8915792087029137,0.5113263494224911,0.019842490954719,"{""clf__C"": 0.1}"
S2,1017,0.3,5,xgb,0.956535084749588,0.5906741542461665,0.018226679521719,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.4,1,extratrees,0.9181518791166215,0.2913621215098229,0.0169823807833392,"{""clf__max_depth"": null}"
S2,1017,0.4,1,lr_l2,0.8758858157003412,0.2649493018076336,0.0175796698437815,"{""clf__C"": 1.0}"
S2,1017,0.4,1,rf,0.9238104760595418,0.2821262382216227,0.0169586051466647,"{""clf__max_depth"": 12}"
S2,1017,0.4,1,svm_linear_cal,0.862606391621152,0.2648940802091377,0.0176722539491943,"{""clf__C"": 0.1}"
S2,1017,0.4,1,xgb,0.9398645186286884,0.3328240616952996,0.0171501586842775,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.4,2,extratrees,0.9067250395232884,0.3879525493428373,0.021442489570816,"{""clf__max_depth"": 12}"
S2,1017,0.4,2,lr_l2,0.8870923020795332,0.3425613501723749,0.0214899113907861,"{""clf__C"": 1.0}"
S2,1017,0.4,2,rf,0.9133017147026632,0.4569700800548562,0.0197746330338077,"{""clf__max_depth"": 12}"
S2,1017,0.4,2,svm_linear_cal,0.8826559649762861,0.3538684718821536,0.0217649859804848,"{""clf__C"": 0.1}"
S2,1017,0.4,2,xgb,0.9336641128541894,0.4591631984017879,0.0189919122787302,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.4,3,extratrees,0.91646030589949,0.4559778542245857,0.0201105358910158,"{""clf__max_depth"": 12}"
S2,1017,0.4,3,lr_l2,0.8647383206742274,0.3230694179391741,0.0201578421500375,"{""clf__C"": 1.0}"
S2,1017,0.4,3,rf,0.9123972531474352,0.4218160631071981,0.0191422861426767,"{""clf__max_depth"": null}"
S2,1017,0.4,3,svm_linear_cal,0.8519925085839142,0.3254672633156118,0.0203373382065185,"{""clf__C"": 1.0}"
S2,1017,0.4,3,xgb,0.9091769847050256,0.3824888987316773,0.0192117297160027,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.4,4,extratrees,0.9052181284128769,0.4051291098946311,0.0204937391493055,"{""clf__max_depth"": null}"
S2,1017,0.4,4,lr_l2,0.8930599089242415,0.3472888866661638,0.0210498132891402,"{""clf__C"": 10.0}"
S2,1017,0.4,4,rf,0.913537169554675,0.4225109885133381,0.0200292982783444,"{""clf__max_depth"": 12}"
S2,1017,0.4,4,svm_linear_cal,0.8839276913675164,0.3581601172222881,0.0208950674783496,"{""clf__C"": 10.0}"
S2,1017,0.4,4,xgb,0.9368186567311294,0.4339948313916282,0.0193076343841896,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.4,5,extratrees,0.9354097546663056,0.5623299352192422,0.021487449702245,"{""clf__max_depth"": 12}"
S2,1017,0.4,5,lr_l2,0.890419121132101,0.4699542423734456,0.0200519322249698,"{""clf__C"": 1.0}"
S2,1017,0.4,5,rf,0.9429796646128152,0.5685073839102579,0.0195854647484653,"{""clf__max_depth"": 12}"
S2,1017,0.4,5,svm_linear_cal,0.8808630690410093,0.47030922736252,0.02031107586079,"{""clf__C"": 0.1}"
S2,1017,0.4,5,xgb,0.9504592953709344,0.6022442558152132,0.0174250792408774,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.5,1,extratrees,0.908300108735049,0.290654739436148,0.017265528734272,"{""clf__max_depth"": null}"
S2,1017,0.5,1,lr_l2,0.8760982864856082,0.2196438515338127,0.0187990447382983,"{""clf__C"": 1.0}"
S2,1017,0.5,1,rf,0.9060504180675156,0.3166342466961279,0.0168426497850353,"{""clf__max_depth"": null}"
S2,1017,0.5,1,svm_linear_cal,0.8699741285573234,0.2245731359357263,0.0186685237144405,"{""clf__C"": 0.1}"
S2,1017,0.5,1,xgb,0.926391371186462,0.3197649114608206,0.0169293259460811,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.5,2,extratrees,0.897385382463821,0.3101696780168843,0.0221240254570292,"{""clf__max_depth"": 12}"
S2,1017,0.5,2,lr_l2,0.8668417852365318,0.299826955496523,0.0227213880670592,"{""clf__C"": 1.0}"
S2,1017,0.5,2,rf,0.9017341602821356,0.3649416276442763,0.0210543844634228,"{""clf__max_depth"": 12}"
S2,1017,0.5,2,svm_linear_cal,0.8622303295634197,0.3034458669560247,0.0227905480608472,"{""clf__C"": 0.1}"
S2,1017,0.5,2,xgb,0.918127204183388,0.37944655802381,0.0205724269838277,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.5,3,extratrees,0.934231609613984,0.5138543449893089,0.019650722903685,"{""clf__max_depth"": 12}"
S2,1017,0.5,3,lr_l2,0.8680210175840183,0.4351116574222272,0.0178942841920572,"{""clf__C"": 1.0}"
S2,1017,0.5,3,rf,0.9253407553844551,0.4977844565430149,0.0185323402709221,"{""clf__max_depth"": 12}"
S2,1017,0.5,3,svm_linear_cal,0.8602590781396318,0.419525457133973,0.0184832590927739,"{""clf__C"": 10.0}"
S2,1017,0.5,3,xgb,0.926849443346166,0.526626623054935,0.0167321631497544,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.5,4,extratrees,0.9026479981075168,0.3346339437817164,0.0214751775568181,"{""clf__max_depth"": null}"
S2,1017,0.5,4,lr_l2,0.8854505490172887,0.3241081419628974,0.0214574758935309,"{""clf__C"": 1.0}"
S2,1017,0.5,4,rf,0.9026603189622884,0.3615438180430664,0.0210792128994017,"{""clf__max_depth"": 12}"
S2,1017,0.5,4,svm_linear_cal,0.8711386441145741,0.3086192680297244,0.0218123039730225,"{""clf__C"": 1.0}"
S2,1017,0.5,4,xgb,0.9047745776410984,0.3251080235698871,0.0214072255507934,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.5,5,extratrees,0.9257273117114676,0.5167714122269367,0.0226669202803341,"{""clf__max_depth"": 12}"
S2,1017,0.5,5,lr_l2,0.8900534904191211,0.4348482927615756,0.0210103593308838,"{""clf__C"": 1.0}"
S2,1017,0.5,5,rf,0.9150201999684022,0.5283182708036298,0.0212549149373148,"{""clf__max_depth"": 12}"
S2,1017,0.5,5,svm_linear_cal,0.8819419053422709,0.4686314580033975,0.0211733005234551,"{""clf__C"": 0.1}"
S2,1017,0.5,5,xgb,0.93062947164105,0.5217451767892998,0.0197303044780868,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.6,1,extratrees,0.8917086400619915,0.2416632438301056,0.0178236904902772,"{""clf__max_depth"": null}"
S2,1017,0.6,1,lr_l2,0.864293659621802,0.2093970909319352,0.0189837125407752,"{""clf__C"": 10.0}"
S2,1017,0.6,1,rf,0.9174176050793016,0.2604387666901682,0.017567337196706,"{""clf__max_depth"": 12}"
S2,1017,0.6,1,svm_linear_cal,0.8572071340190724,0.2157855795198768,0.018676705721775,"{""clf__C"": 1.0}"
S2,1017,0.6,1,xgb,0.9313281923735486,0.2723723200560041,0.0173392698905471,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.6,2,extratrees,0.8803015930925453,0.2873159459374085,0.0226316935107073,"{""clf__max_depth"": 12}"
S2,1017,0.6,2,lr_l2,0.8724844947099598,0.3483688943635908,0.0210757727410575,"{""clf__C"": 1.0}"
S2,1017,0.6,2,rf,0.8984263650735741,0.3942147744672858,0.0211078226301327,"{""clf__max_depth"": 12}"
S2,1017,0.6,2,svm_linear_cal,0.8679070898698773,0.3668652239488157,0.0213470676551896,"{""clf__C"": 0.1}"
S2,1017,0.6,2,xgb,0.9155831205156268,0.4252415085566974,0.0197058588699319,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.6,3,extratrees,0.8931744875663302,0.3424812009097019,0.02115481586331,"{""clf__max_depth"": 12}"
S2,1017,0.6,3,lr_l2,0.8812662574133805,0.2925653692915216,0.0205809611797189,"{""clf__C"": 1.0}"
S2,1017,0.6,3,rf,0.8999427739049006,0.3033097074956464,0.0208986044507953,"{""clf__max_depth"": 12}"
S2,1017,0.6,3,svm_linear_cal,0.8747580896888982,0.294342623905323,0.0208074579941112,"{""clf__C"": 1.0}"
S2,1017,0.6,3,xgb,0.8928311309957341,0.2742010967008191,0.0209757992621564,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 4}"
S2,1017,0.6,4,extratrees,0.8934689613026594,0.3288314401005314,0.0222448400570876,"{""clf__max_depth"": 12}"
S2,1017,0.6,4,lr_l2,0.867245254006742,0.3285999175472257,0.0211008287155777,"{""clf__C"": 1.0}"
S2,1017,0.6,4,rf,0.8975594850868374,0.3275187627586379,0.0215539713795893,"{""clf__max_depth"": 12}"
S2,1017,0.6,4,svm_linear_cal,0.8554123050840775,0.3194972102367309,0.021444427807017,"{""clf__C"": 0.1}"
S2,1017,0.6,4,xgb,0.9290121631478304,0.3575324614080379,0.0206502354117898,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S2,1017,0.6,5,extratrees,0.9060283928047488,0.4815033244081049,0.0233026613072753,"{""clf__max_depth"": 12}"
S2,1017,0.6,5,lr_l2,0.8643735752815582,0.386972703652414,0.0219816561668304,"{""clf__C"": 1.0}"
S2,1017,0.6,5,rf,0.9152549258582164,0.4369920590149707,0.0224664760724753,"{""clf__max_depth"": 12}"
S2,1017,0.6,5,svm_linear_cal,0.8545827973006522,0.4012105395754551,0.0229528809108539,"{""clf__C"": 0.1}"
S2,1017,0.6,5,xgb,0.9239036721059876,0.4588523263142078,0.0210335859741419,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S2,1017,0.7,1,extratrees,0.8903588256614715,0.2141766630357981,0.0183202676395485,"{""clf__max_depth"": 12}"
S2,1017,0.7,1,lr_l2,0.8316731449425703,0.1648312463076303,0.0196176336888843,"{""clf__C"": 0.1}"
S2,1017,0.7,1,rf,0.8859531814375523,0.1859629971428306,0.0185098275413581,"{""clf__max_depth"": 12}"
S2,1017,0.7,1,svm_linear_cal,0.8335541363062581,0.186419337077293,0.0193019927006658,"{""clf__C"": 0.1}"
S2,1017,0.7,1,xgb,0.9003324542875355,0.226388235782187,0.0185272079698063,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S2,1017,0.7,2,extratrees,0.8540873160646966,0.1860004709408011,0.0238990928714706,"{""clf__max_depth"": 12}"
