split,seed,miss_rate,winner_model,winner_auc,winner_ap,winner_brier
S1,1016,0.5,xgb,0.9303955868880349,0.4340211800442922,0.0187827064147552
S1,1016,0.6,xgb,0.9139252907754196,0.3605604294594244,0.02004715960186754
S1,1016,0.7,xgb,0.9050748561005119,0.3304523596010175,0.02062551429324028
S1,1017,0.0,xgb,0.9626520342154201,0.6026878937930685,0.01545804749773352
S1,1017,0.05,xgb,0.9592034445094167,0.575920830564413,0.01591546470852304
S1,1017,0.1,xgb,0.9600860567323248,0.555622279824701,0.01662974839243314
S1,1017,0.2,xgb,0.9535349375120987,0.526931324736454,0.017221482159375117
S1,1017,0.3,xgb,0.9522749157215245,0.47991969692377373,0.01786139039719058
S1,1017,0.4,xgb,0.943315100269577,0.4403732010914038,0.018505041618332402
S1,1017,0.5,xgb,0.9325439880878935,0.42142544753769223,0.018923555268480517
S1,1017,0.6,xgb,0.9207614748059665,0.3544495300105008,0.020175699828568837
S1,1017,0.7,xgb,0.9009266642089712,0.3386890302594333,0.020279306178121757
S1,1018,0.0,xgb,0.959103933264864,0.571242742878343,0.01586951533651464
S1,1018,0.05,xgb,0.9565290535492466,0.5388443809721234,0.01648714168982248
S1,1018,0.1,xgb,0.9523813680930318,0.5383022581524023,0.016786094783925058
S1,1018,0.2,xgb,0.9483783554008172,0.5132200694698502,0.017101778390770362
S1,1018,0.3,xgb,0.9442735413519907,0.47930479119261926,0.017872608973346898
S1,1018,0.4,xgb,0.9416788653996268,0.4763386020360649,0.017995639328665762
S1,1018,0.5,xgb,0.9219627010220208,0.40511736860984604,0.01908237951367778
S1,1018,0.6,xgb,0.9104250166906048,0.3819681132071683,0.01948859351672276
S1,1018,0.7,xgb,0.8882294643707421,0.30374459192417647,0.02085489652609484
S1,1019,0.0,xgb,0.9616491790330765,0.5916167386498183,0.015552408891453401
S1,1019,0.05,xgb,0.9576739620861691,0.5559148941630856,0.016349843097453957
S1,1019,0.1,xgb,0.9585286358914467,0.568586693916048,0.01595304581514564
S1,1019,0.2,xgb,0.9521381950333028,0.5055673138274261,0.01729937947844688
S1,1019,0.3,xgb,0.9414763132923991,0.49334435319756087,0.01743766702951574
S1,1019,0.4,xgb,0.9333257892927118,0.4658073893068799,0.01810651006750778
S1,1019,0.5,xgb,0.9240676593720492,0.44871183521648916,0.018222069759508918
S1,1019,0.6,xgb,0.9176522298886314,0.3616495961108593,0.01989639658307462
S1,1019,0.7,xgb,0.911970687701084,0.30738418427026,0.020832235582049323
S1,1020,0.0,xgb,0.9583853503649141,0.5780559353659662,0.01574089996923162
S1,1020,0.05,xgb,0.9567374895912779,0.5586978620641784,0.0162202228145824
S1,1020,0.1,xgb,0.9540044075079159,0.5504716522106664,0.01644664365470968
S1,1020,0.2,xgb,0.9499391396425091,0.5063447859224468,0.01736495746549322
S1,1020,0.3,xgb,0.9443291313518903,0.46524969621125567,0.01798761073472224
